LXX-GK
Septuagint, Greek text (Swete 1887-1930, public domain; digitized word-database by Eliran Wong, github.com/eliranwong/LXX-Swete-1930, GPL-3.0 compilation). Versification follows the LXX (Psalms run one behind the Hebrew), matching bibles/lxx.txt (Brenton).
Genesis 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
2 Samuel 17:17	καὶ Ἰωναθὰν καὶ Ἀχειμὰς εἱστήκεισαν ἐν τῇ πηγῇ Ῥωγήλ, καὶ ἐπορεύθη ἡ παιδίσκη καὶ ἀνήγγειλεν αὐτοῖς· καὶ αὐτοὶ πορεύονται καὶ ἀναγγέλλουσιν τῷ βασιλεῖ Δαυείδ, ὅτι οὐκ ἐδύναντο ὀφθῆναι τοῦ εἰσελθεῖν εἰς τὴν πόλιν.
2 Samuel 17:18	καὶ εἶδεν αὐτοὺς παιδάριον, καὶ ἀπήγγειλαν τῷ Ἀβεσσαλώμ· καὶ ἐπορεύθησαν οἱ δύο ταχέως καὶ εἰσῆλθαν εἰς οἰκίαν ἀνδρὸς ἐν Βαορείμ, καὶ αὐτῷ λάκκος ἐν τῇ αὐλῇ, καὶ κατέβησαν ἐκεῖ.
2 Samuel 17:19	καὶ ἔλαβεν ἡ γυνὴ καὶ διεπέτασεν τὸ ἐπικάλυμμα ἐπὶ πρόσωπον τοῦ λάκκου καὶ ἔψυξεν ἐπ᾽ αὐτῷ ἀραφώθ, καὶ οὐκ ἐγνώσθη ῥῆμα.
2 Samuel 17:20	καὶ ἦλθαν οἱ παῖδες Ἀβεσσαλὼμ πρὸς τὴν γυναῖκα εἰς τὴν οἰκίαν καὶ εἶπαν Ποῦ Ἀχειμὰς καὶ Ἰωναθάν; καὶ εἶπεν αὐτοῖς ἡ γυνή Παρῆλθαν μικρὸν τοῦ ὕδατος· καὶ ἐζήτησαν καὶ οὐχ εὗραν, καὶ ἀνέστρεψαν εἰς Ἰερουσαλήμ.
2 Samuel 17:21	ἐγένετο δὲ μετὰ τὸ ἀπελθεῖν αὐτοὺς καὶ ἀνέβησαν ἐκ τοῦ λάκκου, καὶ ἐπορεύθησαν καὶ ἀνήγγειλαν τῷ βασιλεῖ Δαυείδ, καὶ εἶπαν πρὸς Δαυείδ Ἀνάστητε καὶ διάβητε ταχέως τὸ ὕδωρ, ὅτι οὕτως ἐβουλεύσατο περὶ ὑμῶν Ἀχειτόφελ.
2 Samuel 17:22	καὶ ἀνέστη Δαυεὶδ καὶ πᾶς ὁ λαὸς ὁ μετ᾽ αὐτοῦ καὶ διέβησαν τὸν Ἰορδάνην ἕως τοῦ φωτὸς τοῦ πρωί, ἕως ἑνὸς οὐκ ἔλαθεν ὃς οὐ διῆλθεν τὸν Ἰορδάνην.
2 Samuel 17:23	καὶ Ἀχειτόφελ εἶδεν ὅτι οὐκ ἐγενήθη ἡ βουλὴ αὐτοῦ, καὶ ἐπέσαξεν τὴν ὄνον αὐτοῦ καὶ ἀνέστη καὶ ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ εἰς τὴν πόλιν αὐτοῦ· καὶ ἐνετείλατο τῷ οἴκῳ αὐτοῦ, καὶ ἀπήγξατο καὶ ἀπέθανεν, καὶ ἐτάφη ἐν τῷ τάφῳ τοῦ πατρὸς αὐτοῦ.
2 Samuel 17:24	Καὶ Δαυεὶδ διῆλθεν εἰς Μανάειμ, καὶ Ἀβεσσαλὼμ διέβη τὸν Ἰορδάνην αὐτὸς καὶ πᾶς ἀνὴρ Ἰσραὴλ μετ᾽ αὐτοῦ.
2 Samuel 17:25	καὶ τὸν Ἀμεσσεὶ κατέστησεν Ἀβεσσαλὼμ ἀντὶ Ἰωὰβ ἐπὶ τῆς δυνάμεως· καὶ Ἀμεσσεὶ υἱὸς ἀνδρὸς καὶ ὄνομα αὐτῷ Ἰοθὸρ ὁ Ἰσραηλείτης, οὗτος εἰσῆλθεν πρὸς Ἀβειγαίαν θυγατέρα Ναὰς ἀδελφοῦ Σαρουίας μητρὸς Ἰωάβ.
2 Samuel 17:26	καὶ παρενέβαλεν πᾶς Ἰσραὴλ καὶ Ἀβεσσαλὼμ εἰς τὴν γῆν Γαλαάδ.
2 Samuel 17:27	καὶ ἐγένετο ἡνίκα ἦλθεν Δαυεὶδ εἰς Μαανάειμ, Οὐεσβεὶ υἱὸς Ναὰς ἐκ Ῥαβὰθ υἱῶν Ἀμμὼν καὶ Μαχεὶρ υἱὸς Ἀμειὴλ ἐκ Λωδαβὰρ καὶ Βερζελλεὶ ὁ Γαλααδείτης ἐκ Ῥωγελλεὶμ
2 Samuel 17:28	ἤνεγκαν δέκα κοίτας καὶ ἀμφιτάπους καὶ λέβητας δέκα καὶ σκεύη κεράμου, καὶ πυροὺς καὶ κριθὰς καὶ ἄλευρον καὶ ἄλφιτον, καὶ κύαμον καὶ φακὸν
2 Samuel 17:29	καὶ μέλι καὶ βούτυρον, καὶ πρόβατα καὶ σαφφὼθ βοῶν· καὶ προσήνεγκαν τῷ Δαυεὶδ καὶ τῷ λαῷ τῷ μετ᾽ αὐτοῦ φαγεῖν, ὅτι εἶπεν Ὁ λαὸς πεινῶν καὶ ἐκλελυμένος καὶ διψῶν ἐν τῇ ἐρήμῳ.
2 Samuel 18:1	Καὶ ἐπεσκέψατο Δαυεὶδ τὸν λαὸν τὸν μετ᾽ αὐτοῦ, καὶ κατέστησεν ἐπ᾽ αὐτῶν χιλιάρχους καὶ ἑκατοντάρχους.
2 Samuel 18:2	καὶ ἀπέστειλεν Δαυεὶδ τὸν λαὸν τὸ τρίτον ἐν χειρὶ Ἰωάβ, καὶ τὸ τρίτον ἐν χειρὶ Ἀβεισὰ υἱοῦ Σαρουίας ἀδελφοῦ Ἰωάβ, καὶ τὸ τρίτον ἐν χειρὶ Ἐθθεὶ τοῦ Γεθθαίου· καὶ εἶπεν Δαυεὶδ πρὸς τὸν λαόν Ἐξελθὼν ἐξελεύσομαι καί γε ἐγὼ μεθ᾽ ὑμῶν.
2 Samuel 18:3	καὶ εἶπαν Οὐκ ἐξελεύσῃ, ὅτι ἐὰν φυγῇ φύγωμεν, οὐ θήσουσιν ἐφ᾽ ἡμᾶς καρδίαν, καὶ ἐὰν ἀποθάνωμεν τὸ ἥμισυ ἡμῶν, οὐ θήσουσιν ἐφ᾽ ἡμᾶς καρδίαν, ὅτι σὺ ὡς ἡμεῖς δέκα χιλιάδες· καὶ νῦν ἀγαθὸν ὅτι ἔσῃ ἡμῖν ἐν τῇ πόλει βοήθεια τοῦ βοηθεῖν.
2 Samuel 18:4	καὶ εἶπεν πρὸς αὐτοὺς ὁ βασιλεύς Ὃ ἐὰν ἀρέσῃ ἐν ὀφθαλμοῖς ὑμῶν ποιήσω· καὶ ἔστη ὁ βασιλεὺς ἀνὰ χεῖρα τῆς πύλης, καὶ πᾶς ὁ λαὸς ἐξεπορεύετο εἰς ἑκατοντάδας καὶ εἰς χιλιάδας.
2 Samuel 18:5	καὶ ἐνετείλατο ὁ βασιλεὺς τῷ Ἰωὰβ καὶ τῷ Ἀβεισὰ καὶ τῷ Ἐθθεὶ λέγων Φείσασθέ μου τοῦ παιδαρίου τοῦ Ἀβεσσαλώμ· καὶ πᾶς ὁ λαὸς ἤκουσεν ἐντελλομένου τοῦ βασιλέως πᾶσιν τοῖς ἄρχουσιν ὑπὲρ Ἀβεσσαλώμ.
2 Samuel 18:6	καὶ ἐξῆλθεν πᾶς ὁ λαὸς εἰς τὸν δρυμὸν ἐξ ἐναντίας Ἰσραήλ· καὶ ἐγένετο ὁ πόλεμος ἐν τῷ δρυμῷ Ἐφράιμ.
2 Samuel 18:7	καὶ ἔπταισεν ἐκεῖ ὁ λαὸς Ἰσραὴλ ἐνώπιον τῶν παίδων Δαυείδ, καὶ ἐγένετο ἡ θραῦσις μεγάλη ἐν τῇ ἡμέρᾳ ἐκείνῃ, εἴκοσι χιλιάδες ἀνδρῶν.
2 Samuel 18:8	καὶ ἐγένετο ἐκεῖ ὁ πόλεμος διεσπαρμένος ἐπὶ πρόσωπον πάσης τῆς γῆς· καὶ ἐπλεόνασεν ὁ δρυμὸς τοῦ καταφαγεῖν ἐκ τοῦ λαοῦ ὑπὲρ οὓς κατέφαγεν ἐν τῷ λαῷ ἡ μάχαιρα ἐν τῇ ἡμέρᾳ ἐκείνῃ.
2 Samuel 18:9	καὶ συνήντησεν Ἀβεσσαλὼμ ἐνώπιον τῶν παίδων Δαυείδ· καὶ Ἀβεσσαλὼμ ἐπιβεβηκὼς ἐπὶ τοῦ ἡμιόνου αὐτοῦ, καὶ εἰσῆλθεν ὁ ἡμίονος ὑπὸ τὸ δάσος τῆς δρυὸς τῆς μεγάλης, καὶ ἐκρεμάσθη ἡ κεφαλὴ αὐτοῦ ἐν τῇ δρυί· καὶ ἐκρεμάσθη ἀνὰ μέσον τοῦ οὐρανοῦ καὶ ἀνὰ μέσον τῆς γῆς, καὶ ὁ ἡμίονος ὑποκάτω αὐτοῦ παρῆλθεν.
2 Samuel 18:10	καὶ εἶδεν ἀνὴρ εἷς καὶ ἀνήγγειλεν Ἰωὰβ καὶ εἶπεν Ἰδοὺ ἑόρακα τὸν Ἀβεσσαλὼμ κρεμάμενον ἐν τῇ δρυί.
2 Samuel 18:11	καὶ εἶπεν Ἰωὰβ τῷ ἀνδρὶ τῷ ἀναγγέλλοντι Καὶ ἰδοὺ ἑόρακας· τί ὅτι οὐκ ἐπάταξας αὐτὸν εἰς τὴν γῆν; καὶ ἐγὼ ἂν δεδώκειν σοι δέκα ἀργυρίου καὶ παραζώνην μίαν.
2 Samuel 18:12	εἶπεν δὲ ὁ ἀνὴρ πρὸς Ἰωάβ Καὶ ἐγώ εἰμι ἵστημι ἐπὶ τὰς χεῖράς μου χιλίους σίκλους ἀργυρίου, οὐ μὴ ἐπιβάλω χεῖρά μου ἐπὶ τὸν υἱὸν τοῦ βασιλέως· ὅτι ἐν τοῖς ὠσὶν ἡμῶν ἐνετείλατο ὁ βασιλεὺς σοὶ καὶ Ἀβεισὰ καὶ τῷ Ἐθθεὶ λέγων Φυλάξατέ μοι τὸ παιδάριον τὸν Ἀβεσσαλώμ,
2 Samuel 18:13	μὴ ποιῆσαι ἐν τῇ ψυχῇ αὐτοῦ ἄδικον· καὶ πᾶς ὁ λόγος οὐ λήσεται ἀπὸ τοῦ βασιλέως, καὶ σὺ στήσῃ ἐξ ἐναντίας.
2 Samuel 18:14	καὶ εἶπεν Ἰωάβ Τοῦτο ἐγὼ ἄρξομαι· οὐχ οὕτως μενῶ ἐνώπιόν σου. καὶ ἔλαβεν Ἰωὰβ τρία βέλη ἐν τῇ χειρὶ αὐτοῦ, καὶ ἐνέπηξαν αὐτὰ ἐν τῇ καρδίᾳ Ἀβεσσαλώμ, ἔτι αὐτοῦ ζῶντος ἐν τῇ καρδίᾳ τῆς δρύος.
2 Samuel 18:15	καὶ ἐκύκλωσαν δέκα παιδάρια αἴροντα τὰ σκεύη Ἰωάβ, καὶ ἐπάταξαν τὸν Ἀβεσσαλὼμ καὶ ἐθανάτωσαν αὐτόν.
2 Samuel 18:16	καὶ ἐσάλπισεν Ἰωὰβ ἐν κερατίνῃ, καὶ ἀπέστρεψεν ὁ λαὸς τοῦ μὴ διώκειν ὀπίσω Ἰσραήλ, ὅτι ἐφείδετο Ἰωὰβ τοῦ λαοῦ.
2 Samuel 18:17	καὶ ἔλαβεν τὸν Ἀβεσσαλὼμ καὶ ἔρριψεν αὐτὸν εἰς χάσμα μέγα ἐν τῷ δρυμῷ εἰς τὸν βόθυνον τὸν μέγαν, καὶ ἐστήλωσεν ἐπ᾽ αὐτὸν σωρὸν λίθων μέγαν σφόδρα· καὶ πᾶς Ἰσραὴλ ἔφυγεν ἀνὴρ εἰς τὸ σκήνωμα αὐτοῦ.
2 Samuel 18:18	καὶ Ἀβεσσαλὼμ ἔτι ζῶν καὶ ἔστησεν ἑαυτῷ τὴν στήλην ἐν ᾗ ἐλήμφθη καὶ ἐστήλωσεν αὐτὴν λαβεῖν, τὴν στήλην τὴν ἐν τῇ κοιλάδι τοῦ βασιλέως, ὅτι εἶπεν οὐκ ἔστιν αὐτῷ υἱὸς ἕνεκεν τοῦ ἀναμνῆσαι τὸ ὄνομα αὐτοῦ· καὶ ἐκάλεσεν τὴν στήλην Χεὶρ Ἀβεσσαλὼμ ἕως τῆς ἡμέρας ταύτης.
2 Samuel 18:19	Καὶ Ἀχειμάας υἱὸς Σαδὼκ εἶπεν Δράμω δὴ καὶ εὐαγγελιῶ τῷ βασιλεῖ ὅτι ἔκρινεν Κύριος ἐκ χειρὸς τῶν ἐχθρῶν αὐτοῦ.
2 Samuel 18:20	καὶ εἶπεν αὐτῷ Ἰωάβ Οὐκ ἀνὴρ εὐαγγελίας σὺ ἐν τῇ ἡμέρᾳ ταύτῃ, καὶ εὐαγγελιῇ ἐν ἡμέρᾳ ἄλλῃ· ἐν δὲ τῇ ἡμέρᾳ ταύτῃ οὐκ εὐαγγελιῇ, οὗ εἵνεκεν ὁ υἱὸς τοῦ βασιλέως ἀπέθανεν.
2 Samuel 18:21	καὶ εἶπεν Ἰωὰβ τῷ Χουσεί Βαδίσας ἀνάγγειλον τῷ βασιλεῖ ὅσα εἶδες· καὶ προσεκύνησεν Χουσεὶ τῷ Ἰωὰβ καὶ ἐξῆλθεν.
2 Samuel 18:22	καὶ προσέθετο ἔτι Ἀχειμάας υἱὸς Σαδὼκ καὶ εἶπεν πρὸς Ἰωάβ Καὶ ἔστω ὅτι δράμω καί γε ἐγὼ ὀπίσω τοῦ Χουσεί· καὶ εἶπεν Ἰωάβ Ἵνα τί τοῦτο τρέχεις, υἱέ μου; δεῦρο, οὐκ ἔστιν σοι εὐαγγελία εἰς ὠφελίαν πορευομένῳ.
2 Samuel 18:23	καὶ εἶπεν Τί γὰρ ἐὰν δραμοῦμαι; καὶ εἶπεν αὐτῷ Ἰωάβ Δράμε· καὶ ἔδραμεν Ἀχειμάας ὁδὸν τὴν τοῦ Κεχὰρ καὶ ὑπερέβη τὸν Χουσεί.
2 Samuel 18:24	καὶ Δαυεὶδ ἐκάθητο ἀνὰ μέσον τῶν δύο πυλῶν· καὶ ἐπορεύθη ὁ σκοπὸς εἰς τὸ δῶμα τῆς πύλης πρὸς τὸ τεῖχος, καὶ ἐπῆρεν τοὺς ὀφθαλμοὺς αὐτοῦ καὶ εἶδεν, καὶ ἰδοὺ ἀνὴρ τρέχων μόνος ἐνώπιον αὐτοῦ.
2 Samuel 18:25	καὶ ἀνεβόησεν ὁ σκοπὸς καὶ ἀπήγγειλεν τῷ βασιλεῖ· καὶ εἶπεν ὁ βασιλεύς Εἰ μόνος ἐστίν, εὐαγγελία ἐν τῷ στόματι αὐτοῦ. καὶ ἐπορεύετο πορευόμενος καὶ ἐγγίζων.
2 Samuel 18:26	καὶ εἶδεν ὁ σκοπὸς ἄνδρα ἕτερον τρέχοντα, καὶ ἐβόησεν ὁ σκοπὸς πρὸς τῇ πύλῃ καὶ εἶπεν Ἰδοὺ ἀνὴρ ἕτερος τρέχων μόνος· καὶ εἶπεν ὁ βασιλεύς Καί γε οὗτος εὐαγγελιζόμενος.
2 Samuel 18:27	καὶ εἶπεν ὁ σκοπός Ἐγὼ ὁρῶ τὸν δρόμον τοῦ πρώτου ὡς δρόμον Ἀχειμάας υἱοῦ Σαδώκ· καὶ εἶπεν ὁ βασιλεύς Ἀνὴρ ἀγαθὸς οὗτος, καί γε εἰς εὐαγγελίαν ἀγαθὴν ἐλεύσεται.
2 Samuel 18:28	καὶ ἐβόησεν Ἀχειμάας καὶ εἶπεν πρὸς τὸν βασιλέα Εἰρήνη· καὶ προσεκύνησεν τῷ βασιλεῖ ἐπὶ πρόσωπον αὐτοῦ ἐπὶ τὴν γῆν καὶ εἶπεν Εὐλογητὸς Κύριος ὁ θεός σου ὃς ἀπέκλεισεν τοὺς ἄνδρας τοὺς μισοῦντας τὴν χεῖρα αὐτῶν ἐν τῷ κυρίῳ μου τῷ βασιλεῖ.
2 Samuel 18:29	καὶ εἶπεν ὁ βασιλεύς Εἰρήνη τῷ παιδαρίῳ τῷ Ἀβεσσαλώμ; καὶ εἶπεν Ἀχειμάας Εἶδον τὸ πλῆθος τὸ μέγα τοῦ ἀποστεῖλαι τὸν δοῦλον τοῦ βασιλέως Ἰωὰβ καὶ τὸν δοῦλόν σου, καὶ οὐκ ἔγνων τί ἐκεῖ.
2 Samuel 18:30	καὶ εἶπεν ὁ βασιλεύς Ἐπίστρεψον, στηλώθητι ὧδε· καὶ ἐπεστράφη καὶ ἔστη.
2 Samuel 18:31	καὶ ἰδοὺ ὁ Χουσεὶ παρεγένετο καὶ εἶπεν τῷ βασιλεῖ Εὐαγγελισθήτω ὁ κύριός μου ὁ βασιλεύς, ὅτι ἔκρινέν σοι Κύριος σήμερον ἐκ χειρὸς πάντων τῶν ἐπεγειρομένων ἐπὶ σέ.
2 Samuel 18:32	καὶ εἶπεν ὁ βασιλεὺς πρὸς τὸν Χουσεί Εἰ εἰρήνη τῷ παιδαρίῳ τῷ Ἀβεσσαλώμ; καὶ εἶπεν ὁ Χουσεί Γένοιντο ὡς τὸ παιδάριον οἱ ἐχθροὶ τοῦ κυρίου μου τοῦ βασιλέως καὶ πάντες ὅσοι ἐπανέστησαν ἐπ᾽ αὐτὸν εἰς κακά.
2 Samuel 18:33	καὶ ἐταράχθη ὁ βασιλεύς, καὶ ἀνέβη εἰς τὸ ὑπερῷον τῆς πύλης καὶ ἔκλαυσεν· καὶ οὕτως εἶπεν ἐν τῷ πορεύεσθαι αὐτόν Υἱέ μου υἱέ μου Ἀβεσσαλώμ, τίς δῴη τὸν θάνατόν μου ἀντὶ σοῦ; ἐγὼ ἀντὶ σοῦ, Ἀβεσσαλὼμ υἱέ μου υἱέ μου.
2 Samuel 19:1	Καὶ ἀνηγγέλη τῷ Ἰωὰβ λέγοντες Ἰδοὺ ὁ βασιλεὺς κλαίει καὶ πενθεῖ ἐπὶ Ἀβεσσαλώμ.
2 Samuel 19:2	καὶ ἐγένετο ἡ σωτηρία ἐν τῇ ἡμέρᾳ ἐκείνῃ εἰς πένθος παντὶ τῷ λαῷ, ὅτι ἤκουσεν ὁ λαὸς ἐν τῇ ἡμέρᾳ ἐκείνῃ λέγων ὅτι Λυπεῖται ὁ βασιλεὺς ἐπὶ τῷ υἱῷ αὐτοῦ.
2 Samuel 19:3	καὶ διεκλέπτετο ὁ λαὸς ἐν τῇ ἡμέρᾳ ἐκείνῃ τοῦ εἰσελθεῖν εἰς τὴν πόλιν, καθὼς διακλέπτεται ὁ λαὸς οἱ αἰσχυνόμενοι ἐν τῷ αὐτοὺς φεύγειν ἐν τῷ πολέμῳ.
2 Samuel 19:4	καὶ ὁ βασιλεὺς ἔκρυψεν τὸ πρόσωπον αὐτοῦ· καὶ ἔκραξεν ὁ βασιλεὺς φωνῇ μεγάλῃ λέγων Υἱέ μου Ἀβεσσαλώμ, Ἀβεσσαλὼμ υἱὲ μου.
2 Samuel 19:5	καὶ εἰσῆλθεν Ἰωὰβ πρὸς τὸν βασιλέα εἰς τὸν οἶκον καὶ εἶπεν Κατῄσχυνας σήμερον τὸ πρόσωπον πάντων τῶν δούλων σου τῶν ἐξαιρουμένων σε σήμερον καὶ τὴν ψυχὴν τῶν υἱῶν σου καὶ τῶν θυγατέρων σου καὶ τὴν ψυχὴν τῶν γυναικῶν σου καὶ τῶν παλλακῶν σου,
2 Samuel 19:6	τοῦ ἀγαπᾷν τοὺς μισοῦντάς σε καὶ μισεῖν τοὺς ἀγαπῶντάς σε, καὶ ἀνήγγειλας σήμερον ὅτι οὐκ εἰσὶν οἱ ἄρχοντές σου οὐδὲ παῖδες· ὅτι ἔγνωκα σήμερον ὅτι εἰ Ἀβεσσαλὼμ ἔζη, πάντες ἡμεῖς σήμερον νεκροί, ὅτι τότε τὸ εὐθὲς ἦν ἐν ὀφθαλμοῖς σου.
2 Samuel 19:7	καὶ νῦν ἀναστὰς ἔξελθε καὶ λάλησον εἰς τὴν καρδίαν τῶν δούλων σου, ὅτι ἐν Κυρίῳ ὤμοσα ὅτι εἰ μὴ ἐκπορεύσῃ σήμερον, εἰ αὐλισθήσεται ἀνὴρ μετὰ σοῦ τὴν νύκτα ταύτην· καὶ ἐπίγνωθι σεαυτῷ καὶ κακόν σοι τοῦτο ὑπὲρ πᾶν τὸ κακὸν τὸ ἐπελθόν σοι ἐκ νεότητός σου ἕως τοῦ νῦν.
